Company,AY,Unique ID,DY,Indexed Total P,Indexed Total O,Indexed Total Incurred
CY 2,1998,280,2007,504.952,0,504.952
CY 2,1998,280,2008,504.952,0,504.952
CY 2,1998,280,2009,504.952,0,504.952
CY 2,1998,280,2010,504.952,0,504.952
CY 2,1998,281,1998,13.778,438.089,451.868
CY 2,1998,281,1999,41.572,438.632,480.204
CY 2,1998,281,2000,60.918,139.958,200.876
CY 2,1998,281,2001,78.979,127.824,206.804
CY 2,1998,281,2002,78.979,129.796,208.775
CY 2,1998,281,2003,78.979,135.918,214.898
CY 2,1998,281,2004,81.609,138.597,220.206
CY 2,1998,281,2005,177.803,0,177.803
CY 2,1998,281,2006,177.803,0,177.803
CY 2,1998,281,2007,177.803,0,177.803
CY 2,1998,281,2008,177.803,0,177.803
CY 2,1998,281,2009,177.803,0,177.803
CY 2,1998,281,2010,177.803,0,177.803
CY 2,1998,282,1999,3.720,290.617,294.337
CY 2,1998,282,2000,108.593,289.611,398.204
CY 2,1998,282,2001,112.611,289.611,402.222
CY 2,1998,282,2002,183.814,462.148,645.962
CY 2,1998,282,2003,216.977,500.996,717.973
CY 2,1998,282,2004,222.164,566.366,788.531
CY 2,1998,282,2005,222.164,566.366,788.531
CY 2,1998,282,2006,517.595,0,517.595
CY 2,1998,282,2007,517.595,0,517.595
CY 2,1998,282,2008,517.595,0,517.595
CY 2,1998,282,2009,517.595,0,517.595
CY 2,1998,282,2010,517.595,0,517.595
CY 2,1998,283,1998,3.004,1.565.715,1.568.719
CY 2,1998,283,1999,123.239,1.423.043,1.546.282
CY 2,1998,283,2000,153.613,1.463.921,1.617.534
CY 2,1998,283,2001,212.685,1.509.409,1.722.094
CY 2,1998,283,2002,219.080,1.821.167,2.040.248
CY 2,1998,283,2003,260.198,1.777.110,2.037.307
CY 2,1998,283,2004,336.666,1.861.532,2.198.198
CY 2,1998,283,2005,1.698.908,502.451,2.201.359
CY 2,1998,283,2006,1.912.722,340.969,2.253.690
CY 2,1998,283,2007,1.912.722,340.969,2.253.690
CY 2,1998,283,2008,2.039.988,885.536,2.925.524
CY 2,1998,283,2009,2.039.988,954.903,2.994.891
CY 2,1998,283,2010,2.055.840,965.460,3.021.299
CY 2,1998,284,1998,0,322.701,322.701
CY 2,1998,284,1999,13.818,307.418,321.236
CY 2,1998,284,2000,14.087,548.582,562.668
CY 2,1998,284,2001,69.890,854.446,924.336
CY 2,1998,284,2002,69.890,780.152,850.042
CY 2,1998,284,2003,69.890,810.291,880.181
CY 2,1998,284,2004,69.911,818.510,888.422
CY 2,1998,284,2005,69.911,818.514,888.425
CY 2,1998,284,2006,69.911,818.510,888.422
CY 2,1998,284,2007,532.993,7.345,540.338
CY 2,1998,284,2008,532.993,12.779,545.773
CY 2,1998,284,2009,516.143,0,516.143
CY 2,1998,284,2010,516.143,0,516.143
CY 2,1998,285,1998,0,2.541,2.541
CY 2,1998,285,1999,5.363,155.999,161.362
CY 2,1998,285,2000,31.057,262.058,293.115
CY 2,1998,285,2001,32.332,269.772,302.104
CY 2,1998,285,2002,32.531,306.190,338.721
CY 2,1998,285,2003,32.531,306.865,339.395
CY 2,1998,285,2004,172.353,45.358,217.712
CY 2,1998,285,2005,172.353,47.596,219.950
CY 2,1998,285,2006,172.353,49.451,221.804
CY 2,1998,285,2007,176.135,0,176.135
CY 2,1998,285,2008,176.135,0,176.135
CY 2,1998,285,2009,176.135,0,176.135
CY 2,1998,285,2010,176.135,0,176.135
CY 2,1998,286,1998,6.352,218.931,225.283
CY 2,1998,286,1999,24.683,159.054,183.738
CY 2,1998,286,2000,42.524,158.988,201.512
CY 2,1998,286,2001,45.292,192.707,237.999
CY 2,1998,286,2002,48.162,207.566,255.729
CY 2,1998,286,2003,68.744,185.865,254.610
CY 2,1998,286,2004,69.678,193.202,262.880
CY 2,1998,286,2005,153.017,65.241,218.258
CY 2,1998,286,2006,204.336,31.069,235.405
CY 2,1998,286,2007,204.336,15.745,220.081
CY 2,1998,286,2008,217.840,0,217.840
CY 2,1998,286,2009,217.840,0,217.840
CY 2,1998,286,2010,217.840,0,217.840
CY 2,1998,287,1998,67,45.851,45.918
CY 2,1998,287,1999,31.062,200.603,231.665
CY 2,1998,287,2000,41.099,253.221,294.320
CY 2,1998,287,2001,47.859,302.987,350.846
CY 2,1998,287,2002,48.192,188.728,236.920
CY 2,1998,287,2003,48.192,188.728,236.920
CY 2,1998,287,2004,49.384,212.039,261.423
CY 2,1998,287,2005,119.527,11.334,130.861
CY 2,1998,287,2006,130.510,0,130.510
CY 2,1998,287,2007,130.510,0,130.510
CY 2,1998,287,2008,130.510,0,130.510
CY 2,1998,287,2009,130.510,0,130.510
CY 2,1998,287,2010,130.510,0,130.510
CY 2,1998,288,1998,253,5.918,6.171
CY 2,1998,288,1999,480,242.185,242.664
CY 2,1998,288,2000,43.838,200.280,244.118
CY 2,1998,288,2001,44.632,235.485,280.117
CY 2,1998,288,2002,52.357,114.525,166.882
CY 2,1998,288,2003,55.265,117.742,173.008
CY 2,1998,288,2004,103.118,85.591,188.709
CY 2,1998,288,2005,115.466,98.577,214.044
CY 2,1998,288,2006,115.466,103.721,219.187
CY 2,1998,288,2007,115.466,105.662,221.128
CY 2,1998,288,2008,115.466,111.387,226.853
CY 2,1998,288,2009,116.046,110.995,227.041
CY 2,1998,288,2010,157.514,69.525,227.039
CY 2,1998,289,1998,2.589,345.270,347.859
CY 2,1998,289,1999,13.467,364.398,377.865
CY 2,1998,289,2000,88.592,287.007,375.599
CY 2,1998,289,2001,106.113,322.999,429.113
CY 2,1998,289,2002,119.514,300.070,419.584
CY 2,1998,289,2003,125.944,286.659,412.604
CY 2,1998,289,2004,125.944,286.344,412.289
CY 2,1998,289,2005,137.453,287.690,425.143
CY 2,1998,289,2006,140.289,304.742,445.031
CY 2,1998,289,2007,250.204,156.693,406.897
CY 2,1998,289,2008,250.204,140.849,391.053
CY 2,1998,289,2009,309.008,73.182,382.189
CY 2,1998,289,2010,352.851,34.064,386.915
CY 2,1998,290,1998,0,49.489,49.489
CY 2,1998,290,1999,188,45.849,46.038
CY 2,1998,290,2000,275,52.278,52.553
CY 2,1998,290,2001,275,55.217,55.492
CY 2,1998,290,2002,275,62.946,63.221
CY 2,1998,290,2003,18.249,218.448,236.697
CY 2,1998,290,2004,18.584,260.454,279.038
CY 2,1998,290,2005,55.021,232.927,287.948
CY 2,1998,290,2006,55.602,254.558,310.160
CY 2,1998,290,2007,76.397,242.090,318.487
CY 2,1998,290,2008,102.124,260.133,362.257
CY 2,1998,290,2009,102.124,264.579,366.702
CY 2,1998,290,2010,102.124,264.579,366.702
CY 2,1998,291,1998,29.234,1.427.522,1.456.756
CY 2,1998,291,1999,76.483,740.740,817.223
CY 2,1998,291,2000,105.329,719.174,824.503
CY 2,1998,291,2001,149.069,632.693,781.762
CY 2,1998,291,2002,506.152,0,506.152
CY 2,1998,291,2003,506.152,0,506.152
CY 2,1998,291,2004,506.152,0,506.152
CY 2,1998,291,2005,506.152,0,506.152
CY 2,1998,291,2006,506.152,0,506.152
CY 2,1998,291,2007,506.152,0,506.152
CY 2,1998,291,2008,506.152,0,506.152
CY 2,1998,291,2009,506.152,0,506.152
CY 2,1998,291,2010,506.152,0,506.152
CY 2,1998,292,1998,2.128,59.601,61.729
CY 2,1998,292,1999,2.128,59.969,62.097
CY 2,1998,292,2000,2.128,63.279,65.407
CY 2,1998,292,2001,2.636,72.504,75.140
CY 2,1998,292,2002,35.834,9.286,45.120
CY 2,1998,292,2003,39.083,230.564,269.647
CY 2,1998,292,2004,160.232,0,160.232
CY 2,1998,292,2005,160.232,0,160.232
CY 2,1998,292,2006,160.232,0,160.232
CY 2,1998,292,2007,160.232,0,160.232
CY 2,1998,292,2008,160.232,0,160.232
CY 2,1998,292,2009,160.232,0,160.232
CY 2,1998,292,2010,160.232,0,160.232
CY 2,1998,293,1998,72,83.239,83.310
CY 2,1998,293,1999,3.030,99.070,102.101
CY 2,1998,293,2000,3.400,125.596,128.997
CY 2,1998,293,2001,3.783,133.239,137.022
CY 2,1998,293,2002,5.506,174.974,180.481
CY 2,1998,293,2003,5.531,178.789,184.320
CY 2,1998,293,2004,5.565,252.585,258.150
CY 2,1998,293,2005,11.914,255.888,267.802
CY 2,1998,293,2006,23.844,184.635,208.479
CY 2,1998,293,2007,23.844,184.635,208.479
CY 2,1998,293,2008,45.380,297.943,343.323
CY 2,1998,293,2009,53.099,327.878,380.977
CY 2,1998,293,2010,135.460,11.680,147.141
CY 2,1998,294,1998,0,892,892
CY 2,1998,294,1999,882,266.275,267.158
CY 2,1998,294,2000,15.149,273.801,288.950
CY 2,1998,294,2001,57.192,194.654,251.846
CY 2,1998,294,2002,59.745,206.805,266.550
CY 2,1998,294,2003,62.317,230.007,292.324
CY 2,1998,294,2004,98.596,74.102,172.698
CY 2,1998,294,2005,147.489,0,147.489
CY 2,1998,294,2006,147.489,0,147.489
CY 2,1998,294,2007,147.489,0,147.489
CY 2,1998,294,2008,147.489,0,147.489
CY 2,1998,294,2009,147.489,0,147.489
CY 2,1998,294,2010,147.489,0,147.489
CY 2,1998,295,1998,21.546,114.730,136.276
CY 2,1998,295,1999,68.474,56.799,125.273
CY 2,1998,295,2000,83.698,172.723,256.421
CY 2,1998,295,2001,87.168,283.652,370.820
CY 2,1998,295,2002,93.655,291.689,385.345
CY 2,1998,295,2003,110.897,259.731,370.629
CY 2,1998,295,2004,256.679,126.243,382.922
CY 2,1998,295,2005,266.645,0,266.645
CY 2,1998,295,2006,266.708,0,266.708
CY 2,1998,295,2007,266.708,0,266.708
CY 2,1998,295,2008,268.536,0,268.536
CY 2,1998,295,2009,268.536,0,268.536
CY 2,1998,295,2010,268.536,0,268.536
CY 2,1998,296,1998,133,45.918,46.051
CY 2,1998,296,1999,100,228.135,228.235
CY 2,1998,296,2000,10.974,228.358,239.333
CY 2,1998,296,2001,16.523,228.590,245.112
CY 2,1998,296,2002,23.689,260.506,284.195
CY 2,1998,296,2003,23.689,257.912,281.601
CY 2,1998,296,2004,78.034,0,78.034
CY 2,1998,296,2005,78.034,0,78.034
CY 2,1998,296,2006,78.034,0,78.034
CY 2,1998,296,2007,78.034,0,78.034
CY 2,1998,296,2008,78.034,0,78.034
CY 2,1998,296,2009,78.034,0,78.034
CY 2,1998,296,2010,78.034,0,78.034
CY 2,1998,297,1998,8.941,46.767,55.708
CY 2,1998,297,1999,15.923,19.232,35.155
CY 2,1998,297,2000,17.836,19.498,37.334
CY 2,1998,297,2001,17.836,35.919,53.755
CY 2,1998,297,2002,17.836,214.210,232.046
CY 2,1998,297,2003,30.919,243.287,274.206
CY 2,1998,297,2004,34.429,239.777,274.206
CY 2,1998,297,2005,78.164,393.415,471.579
CY 2,1998,297,2006,378.593,219.082,597.675
CY 2,1998,297,2007,490.407,150.904,641.311
CY 2,1998,297,2008,493.225,200.090,693.315
CY 2,1998,297,2009,493.778,218.907,712.685
CY 2,1998,297,2010,493.778,218.907,712.685
CY 2,1998,298,1998,6.649,83.017,89.666
CY 2,1998,298,1999,22.129,263.250,285.379
CY 2,1998,298,2000,30.045,163.745,193.790
CY 2,1998,298,2001,32.026,69.101,101.127
CY 2,1998,298,2002,80.237,0,80.237
CY 2,1998,298,2003,80.237,0,80.237
CY 2,1998,298,2004,80.237,0,80.237
CY 2,1998,298,2005,80.237,0,80.237
CY 2,1998,298,2006,80.237,0,80.237
CY 2,1998,298,2007,80.237,0,80.237
CY 2,1998,298,2008,80.237,0,80.237
CY 2,1998,298,2009,80.237,0,80.237
CY 2,1998,298,2010,80.237,0,80.237
CY 2,1998,299,1998,79.767,153.160,232.927
CY 2,1998,299,1999,112.144,120.784,232.929
CY 2,1998,299,2000,129.030,157.473,286.503
CY 2,1998,299,2001,130.362,156.141,286.503
CY 2,1998,299,2002,131.133,231.838,362.971
CY 2,1998,299,2003,131.133,83.593,214.726
CY 2,1998,299,2004,190.305,0,190.305
CY 2,1998,299,2005,190.305,0,190.305
CY 2,1998,299,2006,190.305,0,190.305
CY 2,1998,299,2007,190.305,0,190.305
CY 2,1998,299,2008,190.305,0,190.305
CY 2,1998,299,2009,190.305,0,190.305
CY 2,1998,299,2010,190.305,0,190.305
CY 2,1998,300,1998,1.778,156.800,158.578
CY 2,1998,300,1999,2.669,173.729,176.398
CY 2,1998,300,2000,6.585,187.737,194.322
CY 2,1998,300,2001,10.973,168.585,179.558
CY 2,1998,300,2002,26.718,170.837,197.554
CY 2,1998,300,2003,44.124,171.809,215.933
CY 2,1998,300,2004,44.124,169.847,213.972
CY 2,1998,300,2005,55.032,169.543,224.575
CY 2,1998,300,2006,55.340,183.971,239.311
CY 2,1998,300,2007,75.922,163.390,239.313
CY 2,1998,300,2008,75.922,260.040,335.962
CY 2,1998,300,2009,94.406,304.147,398.554
CY 2,1998,300,2010,94.406,263.278,357.684
CY 2,1998,301,1998,248,66.370,66.618
CY 2,1998,301,1999,16.068,281.389,297.457
CY 2,1998,301,2000,16.426,196.162,212.588
CY 2,1998,301,2001,54.868,0,54.868
CY 2,1998,301,2002,54.868,0,54.868
CY 2,1998,301,2003,54.868,0,54.868
CY 2,1998,301,2004,54.868,0,54.868
CY 2,1998,301,2005,54.868,0,54.868
CY 2,1998,301,2006,54.868,0,54.868
CY 2,1998,301,2007,54.868,0,54.868
CY 2,1998,301,2008,54.868,0,54.868
CY 2,1998,301,2009,54.868,0,54.868
CY 2,1998,301,2010,54.868,0,54.868
CY 2,1998,302,1998,24.974,350.853,375.827
CY 2,1998,302,1999,56.333,424.496,480.828
CY 2,1998,302,2000,133.284,108.539,241.824
CY 2,1998,302,2001,135.037,8.603,143.641
CY 2,1998,302,2002,135.037,0,135.037
CY 2,1998,302,2003,135.037,0,135.037
CY 2,1998,302,2004,135.037,0,135.037
CY 2,1998,302,2005,135.037,0,135.037
CY 2,1998,302,2006,135.037,0,135.037
CY 2,1998,302,2007,135.037,0,135.037
CY 2,1998,302,2008,135.037,0,135.037
CY 2,1998,302,2009,135.037,0,135.037
CY 2,1998,302,2010,135.037,0,135.037
CY 2,1998,303,1998,0,6.377,6.377
CY 2,1998,303,1999,0,6.377,6.377
CY 2,1998,303,2000,0,6.402,6.402
CY 2,1998,303,2001,0,6.402,6.402
CY 2,1998,303,2002,15.953,346.139,362.092
CY 2,1998,303,2003,16.329,345.763,362.092
CY 2,1998,303,2004,76.915,299.557,376.471
CY 2,1998,303,2005,123.224,304.908,428.132
CY 2,1998,303,2006,235.556,256.281,491.838
CY 2,1998,303,2007,235.556,264.607,500.163
CY 2,1998,303,2008,237.718,202.296,440.014
CY 2,1998,303,2009,237.718,221.976,459.693
CY 2,1998,303,2010,237.718,226.194,463.911
CY 2,1998,304,1998,83,268.578,268.661
CY 2,1998,304,1999,8.625,248.491,257.116
CY 2,1998,304,2000,8.938,262.192,271.131
CY 2,1998,304,2001,42.374,253.524,295.899
CY 2,1998,304,2002,45.643,271.432,317.075
CY 2,1998,304,2003,92.914,224.853,317.768
CY 2,1998,304,2004,267.086,0,267.086
CY 2,1998,304,2005,267.086,0,267.086
CY 2,1998,304,2006,267.086,0,267.086
CY 2,1998,304,2007,267.086,0,267.086
CY 2,1998,304,2008,267.086,0,267.086
CY 2,1998,304,2009,267.086,0,267.086
CY 2,1998,304,2010,267.086,0,267.086
CY 2,1998,305,1998,148,768.172,768.320
CY 2,1998,305,1999,31.860,793.028,824.887
CY 2,1998,305,2000,127.408,728.095,855.503
CY 2,1998,305,2001,185.905,704.473,890.378
CY 2,1998,305,2002,189.119,1.011.128,1.200.247
CY 2,1998,305,2003,202.914,1.027.903,1.230.817
CY 2,1998,305,2004,255.526,1.012.346,1.267.872
CY 2,1998,305,2005,293.429,975.430,1.268.859
CY 2,1998,305,2006,714.670,236.361,951.030
CY 2,1998,305,2007,724.425,226.605,951.030
CY 2,1998,305,2008,724.425,0,724.425
CY 2,1998,305,2009,724.425,0,724.425
CY 2,1998,305,2010,724.425,0,724.425
CY 2,1998,306,1998,0,50.382,50.382
CY 2,1998,306,1999,11.028,1.112.912,1.123.940
CY 2,1998,306,2000,103.619,1.122.070,1.225.689
CY 2,1998,306,2001,142.890,1.213.605,1.356.495
CY 2,1998,306,2002,157.211,1.257.149,1.414.360
CY 2,1998,306,2003,179.630,1.344.156,1.523.785
CY 2,1998,306,2004,191.826,1.399.671,1.591.497
CY 2,1998,306,2005,201.960,1.500.601,1.702.561
CY 2,1998,306,2006,279.011,1.373.649,1.652.660
CY 2,1998,306,2007,1.093.920,95.937,1.189.857
CY 2,1998,306,2008,1.145.374,0,1.145.374
CY 2,1998,306,2009,1.145.374,0,1.145.374
CY 2,1998,306,2010,1.145.374,0,1.145.374
CY 2,1998,307,1998,113,45.805,45.918
CY 2,1998,307,1999,29.284,515.337,544.621
CY 2,1998,307,2000,82.103,483.026,565.129
CY 2,1998,307,2001,115.320,409.117,524.437
CY 2,1998,307,2002,226.830,17.828,244.658
CY 2,1998,307,2003,226.830,15.920,242.749
CY 2,1998,307,2004,240.606,0,240.606
CY 2,1998,307,2005,240.606,0,240.606
CY 2,1998,307,2006,240.606,0,240.606
CY 2,1998,307,2007,240.606,0,240.606
CY 2,1998,307,2008,240.606,0,240.606
CY 2,1998,307,2009,240.606,0,240.606
CY 2,1998,307,2010,240.606,0,240.606
CY 2,1998,308,1998,17.535,276.752,294.287
CY 2,1998,308,1999,111.920,222.009,333.929
CY 2,1998,308,2000,140.129,145.011,285.141
CY 2,1998,308,2001,144.568,169.857,314.426
CY 2,1998,308,2002,177.307,115.713,293.020
CY 2,1998,308,2003,282.538,0,282.538
CY 2,1998,308,2004,282.538,0,282.538
CY 2,1998,308,2005,282.538,0,282.538
CY 2,1998,308,2006,282.538,0,282.538
CY 2,1998,308,2007,282.538,0,282.538
CY 2,1998,308,2008,282.538,0,282.538
CY 2,1998,308,2009,282.538,0,282.538
CY 2,1998,308,2010,282.538,0,282.538
CY 2,1998,309,1998,5.638,119.744,125.382
CY 2,1998,309,1999,25.294,405.685,430.979
CY 2,1998,309,2000,72.519,112.238,184.757
CY 2,1998,309,2001,78.303,5.806,84.110
CY 2,1998,309,2002,78.380,0,78.380
CY 2,1998,309,2003,78.390,0,78.390
CY 2,1998,309,2004,78.390,0,78.390
CY 2,1998,309,2005,78.390,0,78.390
CY 2,1998,309,2006,78.390,0,78.390
CY 2,1998,309,2007,78.390,0,78.390
CY 2,1998,309,2008,78.390,0,78.390
CY 2,1998,309,2009,78.390,0,78.390
CY 2,1998,309,2010,78.390,0,78.390
CY 2,1998,310,1999,671,6.377,7.048
CY 2,1998,310,2000,671,310.391,311.062
CY 2,1998,310,2001,671,324.125,324.796
CY 2,1998,310,2002,1.099,318.925,320.024
CY 2,1998,310,2003,1.099,0,1.099
CY 2,1998,310,2004,1.099,0,1.099
CY 2,1998,310,2005,1.099,0,1.099
CY 2,1998,310,2006,1.099,0,1.099
CY 2,1998,310,2007,1.099,0,1.099
CY 2,1998,310,2008,1.099,0,1.099
CY 2,1998,310,2009,1.099,0,1.099
CY 2,1998,310,2010,1.099,0,1.099
CY 2,1998,311,1998,6.397,121.016,127.413
CY 2,1998,311,1999,11.231,123.920,135.151
CY 2,1998,311,2000,11.399,129.370,140.769
CY 2,1998,311,2001,11.820,139.390,151.210
CY 2,1998,311,2002,12.005,64.074,76.079
CY 2,1998,311,2003,5.367,95.384,100.750
CY 2,1998,311,2004,5.979,230.509,236.489
CY 2,1998,311,2005,6.399,264.161,270.559
CY 2,1998,311,2006,6.399,277.731,284.130
CY 2,1998,311,2007,6.617,286.842,293.459
CY 2,1998,311,2008,10.763,216.818,227.581
CY 2,1998,311,2009,10.763,224.004,234.767
CY 2,1998,311,2010,199.234,12.863,212.097
CY 2,1998,312,1998,2.729,261.530,264.259
CY 2,1998,312,1999,3.034,257.880,260.914
CY 2,1998,312,2000,3.034,274.591,277.624
CY 2,1998,312,2001,21.083,273.988,295.071
CY 2,1998,312,2002,57.685,508.966,566.651
CY 2,1998,312,2003,88.865,496.555,585.420
CY 2,1998,312,2004,90.776,556.323,647.099
CY 2,1998,312,2005,92.691,581.274,673.965
CY 2,1998,312,2006,92.691,619.153,711.844
CY 2,1998,312,2007,92.691,639.468,732.159
CY 2,1998,312,2008,150.318,504.940,655.258
CY 2,1998,312,2009,473.389,134.615,608.003
CY 2,1998,312,2010,473.389,134.615,608.003
CY 2,1998,313,1998,0,45.918,45.918
CY 2,1998,313,1999,270,351.837,352.106
CY 2,1998,313,2000,270,1.275,1.545
CY 2,1998,313,2001,270,1.300,1.570
CY 2,1998,313,2002,270,1.287,1.557
CY 2,1998,313,2003,270,1.287,1.557
CY 2,1998,313,2004,270,1.029,1.299
CY 2,1998,313,2005,270,0,270
CY 2,1998,313,2006,270,0,270
CY 2,1998,313,2007,270,0,270
CY 2,1998,313,2008,270,0,270
CY 2,1998,313,2009,270,0,270
CY 2,1998,313,2010,270,0,270
CY 2,1998,314,2000,779,394.456,395.235
CY 2,1998,314,2001,32.504,362.731,395.235
CY 2,1998,314,2002,114.061,348.057,462.118
CY 2,1998,314,2003,114.317,347.799,462.116
CY 2,1998,314,2004,112.001,412.920,524.921
CY 2,1998,314,2005,423.540,1.027,424.567
CY 2,1998,314,2006,419.089,1.029,420.118
CY 2,1998,314,2007,400.592,0,400.592
CY 2,1998,314,2008,400.592,0,400.592
CY 2,1998,314,2009,400.592,0,400.592
CY 2,1998,314,2010,400.592,0,400.592
CY 2,1998,315,1998,0,1.404,1.404
CY 2,1998,315,1999,180,803.490,803.669
CY 2,1998,315,2000,183.782,963.939,1.147.722
CY 2,1998,315,2001,183.807,1.039.444,1.223.251
CY 2,1998,315,2002,352.611,929.441,1.282.052
CY 2,1998,315,2003,373.859,847.795,1.221.654
CY 2,1998,315,2004,411.886,1.327.528,1.739.414
CY 2,1998,315,2005,442.278,1.297.134,1.739.412
CY 2,1998,315,2006,529.357,1.421.375,1.950.732
CY 2,1998,315,2007,895.020,1.055.712,1.950.732
CY 2,1998,315,2008,916.909,870.529,1.787.438
CY 2,1998,315,2009,980.297,948.837,1.929.134
CY 2,1998,315,2010,995.912,933.222,1.929.134
CY 2,1998,316,1998,7.015,313.050,320.065
CY 2,1998,316,1999,39.610,304.091,343.701
CY 2,1998,316,2000,45.913,299.240,345.153
CY 2,1998,316,2001,45.913,318.385,364.298
CY 2,1998,316,2002,45.913,326.624,372.537
CY 2,1998,316,2003,47.190,343.055,390.245
CY 2,1998,316,2004,78.062,329.618,407.680
CY 2,1998,316,2005,78.062,329.556,407.618
CY 2,1998,316,2006,202.288,225.736,428.024
CY 2,1998,316,2007,202.288,68.186,270.475
CY 2,1998,316,2008,202.288,70.474,272.762
CY 2,1998,316,2009,203.251,71.825,275.075
CY 2,1998,316,2010,203.251,74.034,277.285
CY 2,1998,317,1998,5.318,332.931,338.250
CY 2,1998,317,1999,41.114,297.136,338.250
CY 2,1998,317,2000,56.293,530.682,586.975
CY 2,1998,317,2001,56.369,530.606,586.975
CY 2,1998,317,2002,77.314,564.606,641.921
CY 2,1998,317,2003,77.314,507.002,584.316
CY 2,1998,317,2004,77.959,589.977,667.936
CY 2,1998,317,2005,88.325,670.846,759.172
CY 2,1998,317,2006,98.617,717.274,815.891
CY 2,1998,317,2007,98.617,699.024,797.642
CY 2,1998,317,2008,108.907,838.071,946.979
CY 2,1998,317,2009,108.907,838.071,946.979
CY 2,1998,317,2010,108.907,838.071,946.979
CY 2,1998,318,1998,67.043,420.534,487.577
CY 2,1998,318,1999,106.024,241.660,347.684
CY 2,1998,318,2000,110.301,248.544,358.845
CY 2,1998,318,2001,124.541,214.863,339.404
CY 2,1998,318,2002,125.070,214.333,339.404
CY 2,1998,318,2003,125.318,69.229,194.547
CY 2,1998,318,2004,152.964,0,152.964
CY 2,1998,318,2005,152.964,0,152.964
CY 2,1998,318,2006,152.964,0,152.964
CY 2,1998,318,2007,152.964,0,152.964
CY 2,1998,318,2008,152.964,0,152.964
CY 2,1998,318,2009,152.964,0,152.964
CY 2,1998,318,2010,152.964,0,152.964
CY 2,1998,319,1998,0,3.572,3.572
CY 2,1998,319,1999,38.472,257.680,296.152
CY 2,1998,319,2000,47.919,318.274,366.193
CY 2,1998,319,2001,56.294,337.262,393.557
CY 2,1998,319,2002,80.948,479.060,560.008
CY 2,1998,319,2003,81.743,377.769,459.512
CY 2,1998,319,2004,282.411,2.649,285.061
CY 2,1998,319,2005,284.842,0,284.842
CY 2,1998,319,2006,284.842,0,284.842
CY 2,1998,319,2007,284.842,0,284.842
CY 2,1998,319,2008,284.842,0,284.842
CY 2,1998,319,2009,284.842,0,284.842
CY 2,1998,319,2010,284.842,0,284.842
CY 2,1998,320,1998,391,97.702,98.093
CY 2,1998,320,1999,19.237,286.914,306.150
CY 2,1998,320,2000,63.384,269.990,333.374
CY 2,1998,320,2001,67.933,307.328,375.261
CY 2,1998,320,2002,67.933,269.898,337.832
CY 2,1998,320,2003,67.933,287.015,354.949
CY 2,1998,320,2004,105.119,253.599,358.718
CY 2,1998,320,2005,105.119,256.528,361.647
CY 2,1998,320,2006,105.119,301.775,406.894
CY 2,1998,320,2007,120.556,142.325,262.882
CY 2,1998,320,2008,120.608,175.067,295.675
CY 2,1998,320,2009,128.084,205.280,333.364
CY 2,1998,320,2010,171.839,133.790,305.629
CY 2,1998,321,1998,0,45.918,45.918
CY 2,1998,321,1999,82.584,193.705,276.289
CY 2,1998,321,2000,94.253,191.762,286.015
CY 2,1998,321,2001,210.071,0,210.071
CY 2,1998,321,2002,210.071,0,210.071
CY 2,1998,321,2003,210.071,0,210.071
CY 2,1998,321,2004,210.071,0,210.071
CY 2,1998,321,2005,210.071,0,210.071
CY 2,1998,321,2006,210.071,0,210.071
CY 2,1998,321,2007,210.071,0,210.071
CY 2,1998,321,2008,210.071,0,210.071
CY 2,1998,321,2009,210.071,0,210.071
CY 2,1998,321,2010,210.071,0,210.071
CY 2,1998,322,1998,0,45.918,45.918
CY 2,1998,322,1999,208,361.209,361.418
CY 2,1998,322,2000,59.403,201.372,260.775
CY 2,1998,322,2001,72.088,275.978,348.065
CY 2,1998,322,2002,72.447,361.449,433.897
CY 2,1998,322,2003,73.528,358.560,432.088
CY 2,1998,322,2004,73.605,324.148,397.753
CY 2,1998,322,2005,221.348,169.200,390.548
CY 2,1998,322,2006,221.348,237.934,459.282
CY 2,1998,322,2007,221.348,247.310,468.658
CY 2,1998,322,2008,221.348,293.554,514.902
CY 2,1998,322,2009,228.153,99.770,327.923
CY 2,1998,322,2010,228.153,99.770,327.923
CY 2,1998,323,1998,38.929,475.780,514.709
CY 2,1998,323,1999,56.286,332.552,388.838
CY 2,1998,323,2000,72.990,340.915,413.906
CY 2,1998,323,2001,72.990,342.279,415.269
CY 2,1998,323,2002,101.644,358.489,460.133
CY 2,1998,323,2003,101.644,351.467,453.111
CY 2,1998,323,2004,101.977,366.752,468.730
CY 2,1998,323,2005,109.111,311.998,421.109
CY 2,1998,323,2006,134.836,302.409,437.245
CY 2,1998,323,2007,134.836,209.425,344.261
CY 2,1998,323,2008,134.836,303.828,438.664
CY 2,1998,323,2009,393.315,0,393.315
CY 2,1998,323,2010,393.315,0,393.315
CY 2,1998,324,1998,11.046,434.419,445.465
CY 2,1998,324,1999,17.199,472.240,489.438
CY 2,1998,324,2000,17.543,306.159,323.702
CY 2,1998,324,2001,36.437,300.164,336.601
CY 2,1998,324,2002,44.154,292.445,336.600
CY 2,1998,324,2003,69.991,321.116,391.107
CY 2,1998,324,2004,73.496,317.613,391.109
CY 2,1998,324,2005,73.999,366.111,440.111
CY 2,1998,324,2006,73.999,258.747,332.747
CY 2,1998,324,2007,318.981,0,318.981
CY 2,1998,324,2008,318.981,0,318.981
CY 2,1998,324,2009,318.981,0,318.981
